Doc ID, Source, SentenceIndex, ActualSentiment, PredictedSentiment
36,2,0,0,0
36,2,1,1,1
36,2,2,1,1
37,2,0,0,0
37,2,1,0,0
38,2,0,0,0
38,2,1,1,1
39,2,0,0,0
39,2,1,0,0
39,2,2,0,0
39,2,3,0,0
39,2,4,0,0
39,2,5,1,1
40,2,0,0,0
40,2,1,1,1
40,2,2,1,1
40,2,3,1,1
40,2,4,1,1
41,2,0,0,0
41,2,1,0,0
41,2,2,1,1
42,2,0,0,0
42,2,1,0,0
42,2,2,0,0
42,2,3,1,1
42,2,4,1,1
43,2,0,0,1
43,2,1,0,1
43,2,2,0,0
43,2,3,1,0
44,2,0,0,0
44,2,1,0,0
44,2,2,0,0
44,2,3,1,1
45,2,0,0,0
45,2,1,1,1
45,2,2,1,1
46,2,0,0,0
46,2,1,0,0
47,2,0,0,0
47,2,1,1,1
48,2,0,0,0
48,2,1,0,0
48,2,2,0,0
48,2,3,0,0
48,2,4,0,0
48,2,5,1,1
49,2,0,0,0
49,2,1,1,1
49,2,2,1,1
49,2,3,1,1
49,2,4,1,1
50,2,0,0,0
50,2,1,0,0
50,2,2,1,1
51,2,0,0,0
51,2,1,0,0
51,2,2,0,0
51,2,3,1,1
51,2,4,1,1
52,2,0,0,1
52,2,1,0,1
52,2,2,0,0
52,2,3,1,0
53,2,0,0,0
53,2,1,0,0
53,2,2,0,0
53,2,3,1,1
54,2,0,0,0
54,2,1,1,1
54,2,2,1,1
55,2,0,0,0
55,2,1,0,0
56,2,0,0,0
56,2,1,1,1
57,2,0,0,0
57,2,1,0,0
57,2,2,0,0
57,2,3,0,0
57,2,4,0,0
57,2,5,1,1
58,2,0,0,0
58,2,1,1,1
58,2,2,1,1
58,2,3,1,1
58,2,4,1,1
59,2,0,0,0
59,2,1,0,0
59,2,2,1,1
60,2,0,0,0
60,2,1,0,0
60,2,2,0,0
60,2,3,1,1
60,2,4,1,1
61,2,0,0,1
61,2,1,0,1
61,2,2,0,0
61,2,3,1,0
62,2,0,0,0
62,2,1,0,0
62,2,2,0,0
62,2,3,1,1
63,2,0,0,1
63,2,1,1,0
63,2,2,1,0
63,2,3,1,0
63,2,4,1,0
63,2,5,1,0
64,2,0,0,0
64,2,1,0,0
64,2,2,0,0
64,2,3,0,0
64,2,4,0,0
64,2,5,1,1
64,2,6,1,1
64,2,7,1,1
64,2,8,1,1
64,2,9,1,1
64,2,10,1,1
65,2,0,0,0
65,2,1,0,0
65,2,2,0,0
65,2,3,0,0
65,2,4,0,0
65,2,5,0,0
65,2,6,1,1
65,2,7,1,1
66,2,0,0,0
66,2,1,0,0
66,2,2,0,0
66,2,3,0,0
66,2,4,0,1
66,2,5,0,1
66,2,6,0,1
66,2,7,0,1
66,2,8,0,1
66,2,9,0,1
66,2,10,1,1
66,2,11,1,1
66,2,12,1,1
66,2,13,1,1
66,2,14,1,1
66,2,15,1,1
66,2,16,1,1
66,2,17,1,1
66,2,18,1,1
66,2,19,1,1
66,2,20,1,1
66,2,21,1,1
66,2,22,1,1
66,2,23,1,1
66,2,24,1,1
66,2,25,1,1
66,2,26,1,1
66,2,27,1,1
67,2,0,0,0
67,2,1,0,0
67,2,2,0,0
67,2,3,0,0
67,2,4,0,0
67,2,5,0,0
67,2,6,0,0
67,2,7,0,0
67,2,8,0,0
67,2,9,1,1
67,2,10,1,1
68,2,0,0,0
68,2,1,0,0
68,2,2,0,0
68,2,3,0,0
68,2,4,0,0
68,2,5,1,1
68,2,6,1,1
69,2,0,0,0
69,2,1,0,0
69,2,2,0,0
69,2,3,1,1
69,2,4,1,1
70,2,0,0,0
70,2,1,0,0
70,2,2,0,0
70,2,3,0,0
70,2,4,0,0
70,2,5,0,0
70,2,6,0,0
70,2,7,0,0
70,2,8,0,0
70,2,9,0,0
70,2,10,0,0
70,2,11,0,0
70,2,12,0,0
70,2,13,0,0
70,2,14,0,0
70,2,15,0,0
70,2,16,0,0
70,2,17,0,0
70,2,18,1,1
70,2,19,1,1
70,2,20,1,1
70,2,21,1,1
70,2,22,1,1
70,2,23,1,1
70,2,24,1,1
70,2,25,1,1
70,2,26,1,1
70,2,27,1,1
70,2,28,1,1
70,2,29,1,1
70,2,30,1,1
71,2,0,0,0
71,2,1,0,0
71,2,2,0,0
71,2,3,0,0
72,2,0,0,0
72,2,1,1,1
72,2,2,1,1
73,2,0,0,0
73,2,1,1,1
74,2,0,0,0
74,2,1,0,0
74,2,2,0,0
74,2,3,0,0
74,2,4,0,0
74,2,5,1,1
74,2,6,1,1
74,2,7,1,1
74,2,8,1,1
74,2,9,1,1
75,2,0,0,0
75,2,1,1,1
76,2,0,0,0
76,2,1,0,0
76,2,2,0,0
76,2,3,0,0
76,2,4,0,0
76,2,5,0,0
76,2,6,0,0
76,2,7,0,0
76,2,8,0,0
76,2,9,0,0
76,2,10,0,0
77,2,0,0,0
77,2,1,0,0
77,2,2,1,1
78,2,0,0,0
78,2,1,0,0
78,2,2,0,0
78,2,3,0,0
78,2,4,0,0
78,2,5,0,0
78,2,6,0,0
79,2,0,0,0
79,2,1,0,0
79,2,2,0,0
79,2,3,0,0
79,2,4,0,0
79,2,5,0,0
79,2,6,0,0
79,2,7,0,0
79,2,8,0,0
79,2,9,0,0
79,2,10,0,0
79,2,11,0,0
79,2,12,0,0
79,2,13,0,0
79,2,14,0,0
79,2,15,0,0
79,2,16,0,0
79,2,17,0,0
79,2,18,1,1
79,2,19,1,1
79,2,20,1,1
79,2,21,1,1
79,2,22,1,1
79,2,23,1,1
79,2,24,1,1
79,2,25,1,1
79,2,26,1,1
79,2,27,1,1
79,2,28,1,1
79,2,29,1,1
79,2,30,1,1
80,2,0,0,0
80,2,1,0,0
80,2,2,0,0
80,2,3,0,0
81,2,0,0,0
81,2,1,1,1
81,2,2,1,1
82,2,0,0,0
82,2,1,1,1
83,2,0,0,0
83,2,1,0,0
83,2,2,0,0
83,2,3,0,0
83,2,4,0,0
83,2,5,1,1
83,2,6,1,1
83,2,7,1,1
83,2,8,1,1
83,2,9,1,1
84,2,0,0,0
84,2,1,1,1
85,2,0,0,0
85,2,1,0,0
85,2,2,0,0
85,2,3,0,0
85,2,4,0,0
85,2,5,0,0
85,2,6,0,0
85,2,7,0,0
85,2,8,0,0
85,2,9,0,0
85,2,10,0,0
86,2,0,0,0
86,2,1,0,0
86,2,2,1,1
87,2,0,0,0
87,2,1,0,0
87,2,2,0,0
87,2,3,0,0
87,2,4,0,0
87,2,5,0,0
87,2,6,0,0
88,2,0,0,0
88,2,1,1,1
89,2,0,0,0
89,2,1,0,0
89,2,2,0,0
89,2,3,0,0
89,2,4,0,0
89,2,5,1,1
89,2,6,1,1
89,2,7,1,1
90,2,0,0,1
90,2,1,0,1
90,2,2,1,0
90,2,3,1,0
90,2,4,1,0
90,2,5,1,0
91,2,0,0,1
91,2,1,1,1
91,2,2,1,1
91,2,3,1,1
91,2,4,1,1
92,2,0,0,1
92,2,1,1,0
92,2,2,1,0
92,2,3,1,0
92,2,4,1,0
92,2,5,1,0
93,2,0,0,0
93,2,1,1,1
94,2,0,0,1
94,2,1,0,1
94,2,2,1,0
94,2,3,1,0
94,2,4,1,0
94,2,5,1,0
94,2,6,1,0
94,2,7,1,0
94,2,8,1,0
94,2,9,1,0
95,2,0,0,0
95,2,1,1,1
95,2,2,1,1
96,2,0,0,0
96,2,1,0,0
96,2,2,1,1
96,2,3,1,1
97,2,0,0,0
97,2,1,0,0
97,2,2,0,0
97,2,3,0,0
97,2,4,0,0
97,2,5,0,0
97,2,6,0,0
97,2,7,0,0
97,2,8,0,0
97,2,9,1,1
97,2,10,1,1
98,2,0,0,1
98,2,1,1,1
99,2,0,0,1
99,2,1,0,1
99,2,2,1,0
99,2,3,1,0
99,2,4,1,0
99,2,5,1,0
100,2,0,0,1
100,2,1,1,1
100,2,2,1,1
100,2,3,1,1
100,2,4,1,1
101,2,0,0,1
101,2,1,1,0
101,2,2,1,0
101,2,3,1,0
101,2,4,1,0
101,2,5,1,0
102,2,0,0,0
102,2,1,1,1
103,2,0,0,1
103,2,1,0,1
103,2,2,1,0
103,2,3,1,0
103,2,4,1,0
103,2,5,1,0
103,2,6,1,0
103,2,7,1,0
103,2,8,1,0
103,2,9,1,0
104,2,0,0,0
104,2,1,1,1
104,2,2,1,1
105,2,0,0,0
105,2,1,0,0
105,2,2,1,1
105,2,3,1,1
106,2,0,0,0
106,2,1,0,0
106,2,2,0,0
106,2,3,0,0
106,2,4,0,0
106,2,5,0,0
106,2,6,0,0
106,2,7,0,0
106,2,8,0,0
106,2,9,1,1
106,2,10,1,1
107,2,0,0,1
107,2,1,1,1
108,2,0,0,1
108,2,1,0,1
108,2,2,1,0
108,2,3,1,0
108,2,4,1,0
108,2,5,1,0
109,2,0,0,1
109,2,1,1,1
109,2,2,1,1
109,2,3,1,1
109,2,4,1,1
110,2,0,0,1
110,2,1,1,0
110,2,2,1,0
110,2,3,1,0
110,2,4,1,0
110,2,5,1,0
111,2,0,0,0
111,2,1,1,0
112,2,0,0,1
112,2,1,0,1
112,2,2,1,0
112,2,3,1,0
112,2,4,1,0
112,2,5,1,0
112,2,6,1,0
112,2,7,1,0
112,2,8,1,0
112,2,9,1,0
113,2,0,0,0
113,2,1,1,1
113,2,2,1,1
114,2,0,0,0
114,2,1,0,0
114,2,2,1,1
114,2,3,1,1
115,2,0,0,0
115,2,1,0,0
115,2,2,0,0
115,2,3,0,0
115,2,4,0,0
115,2,5,0,0
115,2,6,0,0
115,2,7,0,0
115,2,8,0,0
115,2,9,1,1
115,2,10,1,1
116,2,0,0,1
116,2,1,1,1
117,2,0,1,1
117,2,1,1,1
117,2,2,1,1
117,2,3,1,1
117,2,4,1,1
117,2,5,1,1
117,2,6,1,1
117,2,7,1,1
117,2,8,1,1
117,2,9,1,1
118,2,0,0,0
118,2,1,0,0
118,2,2,0,0
118,2,3,0,0
118,2,4,0,0
118,2,5,1,0
118,2,6,1,0
119,2,0,0,0
119,2,1,0,0
119,2,2,0,0
119,2,3,0,0
119,2,4,0,0
119,2,5,0,0
119,2,6,0,0
119,2,7,0,0
119,2,8,1,1
119,2,9,1,1
119,2,10,1,1
119,2,11,1,1
119,2,12,1,1
119,2,13,1,1
119,2,14,1,1
120,2,0,0,0
120,2,1,0,0
121,2,0,0,0
121,2,1,0,0
121,2,2,0,0
121,2,3,0,0
121,2,4,0,0
121,2,5,0,0
121,2,6,0,0
121,2,7,0,0
121,2,8,0,0
121,2,9,0,0
121,2,10,1,1
121,2,11,1,1
121,2,12,1,1
122,2,0,0,0
122,2,1,0,0
122,2,2,0,0
122,2,3,0,0
122,2,4,0,0
122,2,5,0,0
122,2,6,0,0
122,2,7,0,0
122,2,8,1,0
122,2,9,1,0
123,2,0,0,0
123,2,1,0,0
123,2,2,1,1
123,2,3,1,1
124,2,0,0,0
124,2,1,1,1
124,2,2,1,1
124,2,3,1,1
124,2,4,1,1
124,2,5,1,1
125,2,0,0,0
125,2,1,0,0
125,2,2,0,0
125,2,3,1,1
126,2,0,0,0
126,2,1,1,1
126,2,2,1,1
127,2,0,0,0
127,2,1,1,1
128,2,0,0,0
128,2,1,0,0
128,2,2,0,0
128,2,3,0,0
128,2,4,0,0
128,2,5,1,1
128,2,6,1,1
128,2,7,1,1
129,2,0,0,0
129,2,1,0,0
129,2,2,0,0
129,2,3,0,0
129,2,4,0,0
129,2,5,0,0
129,2,6,0,0
129,2,7,0,0
129,2,8,0,0
129,2,9,1,1
129,2,10,1,1
129,2,11,1,1
129,2,12,1,1
129,2,13,1,1
129,2,14,1,1
129,2,15,1,1
129,2,16,1,1
129,2,17,1,1
129,2,18,1,1
129,2,19,1,1
129,2,20,1,1
129,2,21,1,1
129,2,22,1,1
130,2,0,0,0
130,2,1,1,1
131,2,0,0,0
131,2,1,0,0
131,2,2,0,0
131,2,3,0,0
131,2,4,0,0
131,2,5,0,0
131,2,6,1,1
131,2,7,1,1
131,2,8,1,1
131,2,9,1,1
132,2,0,0,1
132,2,1,0,1
132,2,2,0,1
132,2,3,0,1
132,2,4,0,1
132,2,5,0,1
132,2,6,1,0
133,2,0,0,0
133,2,1,1,1
133,2,2,1,1
133,2,3,1,1
133,2,4,1,1
133,2,5,1,1
134,2,0,0,0
134,2,1,0,0
134,2,2,0,0
134,2,3,1,1
135,2,0,0,0
135,2,1,1,1
135,2,2,1,1
136,2,0,0,0
136,2,1,1,1
137,2,0,0,0
137,2,1,0,0
137,2,2,0,0
137,2,3,0,0
137,2,4,0,0
137,2,5,1,1
137,2,6,1,1
137,2,7,1,1
138,2,0,0,0
138,2,1,0,0
138,2,2,0,0
138,2,3,0,0
138,2,4,0,0
138,2,5,0,0
138,2,6,0,0
138,2,7,0,0
138,2,8,0,0
138,2,9,1,1
138,2,10,1,1
138,2,11,1,1
138,2,12,1,1
138,2,13,1,1
138,2,14,1,1
138,2,15,1,1
138,2,16,1,1
138,2,17,1,1
138,2,18,1,1
138,2,19,1,1
138,2,20,1,1
138,2,21,1,1
138,2,22,1,1
139,2,0,0,0
139,2,1,1,1
140,2,0,0,0
140,2,1,0,0
140,2,2,0,0
140,2,3,0,0
140,2,4,0,0
140,2,5,0,0
140,2,6,1,1
140,2,7,1,1
140,2,8,1,1
140,2,9,1,1
141,2,0,0,0
141,2,1,0,1
141,2,2,0,1
141,2,3,0,1
141,2,4,0,1
141,2,5,0,1
141,2,6,1,0
142,2,0,0,0
142,2,1,0,0
142,2,2,0,0
142,2,3,0,0
142,2,4,1,1
142,2,5,1,1
142,2,6,1,1
142,2,7,1,1
142,2,8,1,1
142,2,9,1,1
143,2,0,0,0
143,2,1,0,0
143,2,2,0,0
143,2,3,0,0
143,2,4,0,0
143,2,5,1,1
144,2,0,0,0
144,2,1,0,0
144,2,2,0,0
144,2,3,0,0
144,2,4,0,0
144,2,5,1,1
144,2,6,1,1
145,2,0,0,0
145,2,1,1,0
146,2,0,0,0
146,2,1,1,1
146,2,2,1,1
146,2,3,1,1
146,2,4,1,1
147,2,0,0,0
147,2,1,1,1
148,2,0,0,0
148,2,1,0,0
148,2,2,0,0
148,2,3,0,0
148,2,4,0,0
148,2,5,0,0
149,2,0,0,0
149,2,1,0,0
149,2,2,0,0
149,2,3,1,1
150,2,0,0,0
150,2,1,0,0
150,2,2,0,0
150,2,3,0,0
150,2,4,0,0
150,2,5,0,0
150,2,6,0,0
150,2,7,1,1
150,2,8,1,1
151,2,0,0,0
151,2,1,0,0
151,2,2,0,0
151,2,3,0,0
151,2,4,1,1
151,2,5,1,1
151,2,6,1,1
151,2,7,1,1
151,2,8,1,1
151,2,9,1,1
152,2,0,0,0
152,2,1,0,0
152,2,2,0,0
152,2,3,0,0
152,2,4,0,0
152,2,5,1,1
153,2,0,0,0
153,2,1,0,0
153,2,2,0,0
153,2,3,0,0
153,2,4,0,0
153,2,5,1,1
153,2,6,1,1
154,2,0,0,0
154,2,1,1,0
155,2,0,0,0
155,2,1,1,1
155,2,2,1,1
155,2,3,1,1
155,2,4,1,1
156,2,0,0,0
156,2,1,1,1
157,2,0,0,0
157,2,1,0,0
157,2,2,0,0
157,2,3,0,0
157,2,4,0,0
157,2,5,0,0
158,2,0,0,0
158,2,1,0,0
158,2,2,0,0
158,2,3,1,1
159,2,0,0,0
159,2,1,0,0
159,2,2,0,0
159,2,3,0,0
159,2,4,0,0
159,2,5,0,0
159,2,6,0,0
159,2,7,1,1
159,2,8,1,1
160,2,0,0,0
160,2,1,0,0
160,2,2,1,1
160,2,3,1,1
160,2,4,1,1
160,2,5,1,1
160,2,6,1,1
160,2,7,1,1
160,2,8,1,1
160,2,9,1,1
160,2,10,1,1
161,2,0,0,0
161,2,1,1,1
162,2,0,0,0
162,2,1,0,0
162,2,2,0,0
162,2,3,1,1
163,2,0,0,0
163,2,1,0,0
163,2,2,1,1
163,2,3,1,1
164,2,0,0,0
164,2,1,0,0
164,2,2,1,1
164,2,3,1,1
164,2,4,1,1
164,2,5,1,1
164,2,6,1,1
165,2,0,0,0
165,2,1,0,0
165,2,2,0,0
165,2,3,1,1
166,2,0,0,0
166,2,1,1,1
167,2,0,0,0
167,2,1,0,0
167,2,2,1,1
168,2,0,0,0
168,2,1,1,1
168,2,2,1,1
168,2,3,1,1
168,2,4,1,1
168,2,5,1,1
168,2,6,1,1
168,2,7,1,1
168,2,8,1,1
168,2,9,1,1
168,2,10,1,1
168,2,11,1,1
168,2,12,1,1
168,2,13,1,1
169,2,0,0,0
169,2,1,1,1
170,2,0,0,0
170,2,1,1,0
170,2,2,1,1
170,2,3,1,1
170,2,4,1,1
170,2,5,1,1
170,2,6,1,0
170,2,7,1,0
170,2,8,1,1
171,2,0,0,0
171,2,1,0,0
171,2,2,0,0
171,2,3,0,0
171,2,4,1,1
171,2,5,1,1
171,2,6,1,1
171,2,7,1,1
172,2,0,0,0
172,2,1,1,1
173,2,0,0,0
173,2,1,1,1
173,2,2,1,1
173,2,3,1,1
173,2,4,1,1
173,2,5,1,1
174,2,0,0,1
174,2,1,1,0
174,2,2,1,0
175,2,0,0,0
175,2,1,1,1
176,2,0,0,0
176,2,1,1,1
177,2,0,0,0
177,2,1,0,0
177,2,2,1,1
177,2,3,1,1
177,2,4,1,1
178,2,0,0,0
178,2,1,0,0
178,2,2,0,0
178,2,3,0,0
178,2,4,0,0
178,2,5,0,0
178,2,6,0,0
178,2,7,0,0
178,2,8,1,1
179,2,0,0,0
179,2,1,1,0
180,2,0,0,0
180,2,1,0,0
180,2,2,0,0
180,2,3,0,0
180,2,4,0,0
180,2,5,1,1
181,2,0,0,0
181,2,1,1,1
182,2,0,0,0
182,2,1,0,0
182,2,2,1,1
182,2,3,1,1
183,2,0,0,0
183,2,1,1,1
183,2,2,1,1
183,2,3,1,1
183,2,4,1,1
183,2,5,1,1
184,2,0,0,1
184,2,1,1,0
184,2,2,1,0
185,2,0,0,0
185,2,1,1,1
186,2,0,0,0
186,2,1,1,1
187,2,0,0,0
187,2,1,0,0
187,2,2,1,1
187,2,3,1,1
187,2,4,1,1
188,2,0,0,0
188,2,1,0,0
188,2,2,0,0
188,2,3,0,0
188,2,4,0,0
188,2,5,0,0
188,2,6,0,0
188,2,7,0,0
188,2,8,1,1
189,2,0,0,0
189,2,1,1,0
190,2,0,0,0
190,2,1,0,0
190,2,2,0,0
190,2,3,0,0
190,2,4,0,0
190,2,5,1,1
191,2,0,0,0
191,2,1,1,1
192,2,0,0,0
192,2,1,0,0
192,2,2,1,1
192,2,3,1,1
193,2,0,0,0
193,2,1,1,1
193,2,2,1,1
193,2,3,1,1
193,2,4,1,1
193,2,5,1,1
194,2,0,0,1
194,2,1,1,0
194,2,2,1,0
195,2,0,0,0
195,2,1,1,1
196,2,0,0,0
196,2,1,1,1
197,2,0,0,0
197,2,1,0,0
197,2,2,1,1
197,2,3,1,1
197,2,4,1,1
198,2,0,0,0
198,2,1,0,0
198,2,2,0,0
198,2,3,0,0
198,2,4,0,0
198,2,5,0,0
198,2,6,0,0
198,2,7,0,0
198,2,8,1,1
199,2,0,0,0
199,2,1,1,0
200,2,0,0,0
200,2,1,0,0
200,2,2,0,0
200,2,3,0,0
200,2,4,0,0
200,2,5,1,1
201,2,0,0,0
201,2,1,1,1
202,2,0,0,0
202,2,1,0,0
202,2,2,1,1
202,2,3,1,1
203,2,0,0,0
203,2,1,1,1
203,2,2,1,1
203,2,3,1,1
203,2,4,1,1
203,2,5,1,1
204,2,0,0,1
204,2,1,1,0
204,2,2,1,0
205,2,0,0,0
205,2,1,1,1
206,2,0,0,0
206,2,1,1,1
207,2,0,0,0
207,2,1,0,0
207,2,2,1,1
207,2,3,1,1
207,2,4,1,1
208,2,0,0,0
208,2,1,0,0
208,2,2,0,0
208,2,3,0,0
208,2,4,0,0
208,2,5,0,0
208,2,6,0,0
208,2,7,0,0
208,2,8,1,1
209,2,0,0,0
209,2,1,1,0
210,2,0,0,0
210,2,1,0,0
210,2,2,0,0
210,2,3,0,0
210,2,4,0,0
210,2,5,1,1
211,2,0,0,0
211,2,1,1,1
212,2,0,0,0
212,2,1,0,0
212,2,2,1,1
212,2,3,1,1
213,2,0,0,0
213,2,1,1,1
213,2,2,1,1
213,2,3,1,1
213,2,4,1,1
213,2,5,1,1
214,2,0,0,1
214,2,1,1,0
214,2,2,1,0
215,2,0,0,0
215,2,1,1,1
216,2,0,0,0
216,2,1,1,1
217,2,0,0,0
217,2,1,0,0
217,2,2,1,1
217,2,3,1,1
217,2,4,1,1
218,2,0,0,0
218,2,1,0,0
218,2,2,0,0
218,2,3,0,0
218,2,4,0,0
218,2,5,0,0
218,2,6,0,0
218,2,7,0,0
218,2,8,1,1
219,2,0,0,0
219,2,1,1,0
220,2,0,0,0
220,2,1,0,0
220,2,2,0,0
220,2,3,0,0
220,2,4,0,0
220,2,5,1,1
221,2,0,0,0
221,2,1,1,1
222,2,0,0,0
222,2,1,0,0
222,2,2,1,1
222,2,3,1,1
223,2,0,0,0
223,2,1,1,1
223,2,2,1,1
223,2,3,1,1
223,2,4,1,1
223,2,5,1,1
224,2,0,0,1
224,2,1,1,0
224,2,2,1,0
225,2,0,0,0
225,2,1,1,1
226,2,0,0,0
226,2,1,1,1
227,2,0,0,0
227,2,1,0,0
227,2,2,1,1
227,2,3,1,1
227,2,4,1,1
228,2,0,0,0
228,2,1,0,0
228,2,2,0,0
228,2,3,0,0
228,2,4,0,0
228,2,5,0,0
228,2,6,0,0
228,2,7,0,0
228,2,8,1,1
229,2,0,0,0
229,2,1,1,0
230,2,0,0,0
230,2,1,0,0
230,2,2,0,0
230,2,3,0,0
230,2,4,0,0
230,2,5,1,1
231,2,0,0,0
231,2,1,1,1
232,2,0,0,0
232,2,1,0,0
232,2,2,1,1
232,2,3,1,1
233,2,0,0,0
233,2,1,1,1
233,2,2,1,1
233,2,3,1,1
233,2,4,1,1
233,2,5,1,1
234,2,0,0,1
234,2,1,1,0
234,2,2,1,0
235,2,0,0,0
235,2,1,1,1
236,2,0,0,0
236,2,1,1,1
237,2,0,0,0
237,2,1,0,0
237,2,2,1,1
237,2,3,1,1
237,2,4,1,1
238,2,0,0,0
238,2,1,0,0
238,2,2,0,0
238,2,3,0,0
238,2,4,0,0
238,2,5,0,0
238,2,6,0,0
238,2,7,0,0
238,2,8,1,1
239,2,0,0,0
239,2,1,1,0
240,2,0,0,0
240,2,1,0,0
240,2,2,0,0
240,2,3,0,0
240,2,4,0,0
240,2,5,1,1
241,2,0,0,0
241,2,1,1,1
242,2,0,0,0
242,2,1,0,0
242,2,2,1,1
242,2,3,1,1
243,2,0,0,0
243,2,1,1,1
243,2,2,1,1
243,2,3,1,1
243,2,4,1,1
243,2,5,1,1
244,2,0,0,1
244,2,1,1,0
244,2,2,1,0
245,2,0,0,0
245,2,1,1,1
246,2,0,0,0
246,2,1,1,1
