d879 2
d880 2
d881 0
d882 2
d883 1
d884 1
d885 0
d886 2
d887 2
d888 1
d889 2
d890 2
d891 2
d892 1
d893 1
d894 1
d895 0
d896 1
d897 0
d898 1
d899 0
d900 1
d901 1
d902 0
d903 0
d904 1
d905 1
d906 0
d907 0
d908 1
d909 2
d910 0
d911 0
d912 0
d913 0
d914 2
d915 1
d916 1
d917 0
d918 2
d919 1
d920 1
d921 1
d922 1
d923 0
d924 1
d925 1
d926 0
d927 0
d928 0
d929 1
d930 0
d931 0
d932 0
d933 1
d934 2
d935 0
d936 1
d937 1
d938 1
d939 0
d940 0
d941 2
d942 2
d943 0
d944 0
d945 2
d946 2
d947 2
d948 1
d949 1
d950 1
d951 0
d952 0
d953 0
d954 2
d955 0
d956 0
d957 2
d958 2
d959 0
d960 0
d961 0
d962 0
d963 1
d964 2
d965 0
d966 0
d967 1
d968 1
d969 2
d970 0
d971 0
d972 1
d973 2
d974 0
d975 1
d976 0
d977 0
d978 1
d979 1
d980 0
d981 0
d982 1
d983 1
d984 1
d985 1
d986 0
d987 0
d988 1
d989 1
d990 1
d991 0
d992 2
d993 0
d994 0
d995 0
d996 0
d997 1
d998 1
d999 0
d1000 0
d1001 1
d1002 0
d1003 0
d1004 0
d1005 2
d1006 2
d1007 2
d1008 0
d1009 0
d1010 1
d1011 2
d1012 2
d1013 0
d1014 0
d1015 0
d1016 0
d1017 1
d1018 0
d1019 1
d1020 0
d1021 1
d1022 1
d1023 0
d1024 2
d1025 1
d1026 2
d1027 1
d1028 0
d1029 1
d1030 1
d1031 0
d1032 2
d1033 1
d1034 0
d1035 1
d1036 0
d1037 0
d1038 1
d1039 1
d1040 0
d1041 1
d1042 0
d1043 1
d1044 0
d1045 2
d1046 1
d1047 0
d1048 0
d1049 0
d1050 1
d1051 0
d1052 2
d1053 1
d1054 0
d1055 2
d1056 0
d1057 1
d1058 0
d1059 2
d1060 1
d1061 1
d1062 2
d1063 1
d1064 1
d1065 1
d1066 0
d1067 2
d1068 0
d1069 1
d1070 2
d1071 1
d1072 1
d1073 2
d1074 0
d1075 0
d1076 1
d1077 0
d1078 1
d1079 1
d1080 0
d1081 1
d1082 1
d1083 0
d1084 1
d1085 0
d1086 1
d1087 0
d1088 2
d1089 1
d1090 2
d1091 0
d1092 0
d1093 1
d1094 1
d1095 1
d1096 0
d1097 1
d1098 0
d1099 1
d1100 0
d1101 0
d1102 0
d1103 1
d1104 2
d1105 2
d1106 0
d1107 1
d1108 2
d1109 1
d1110 1
d1111 0
d1112 2
d1113 2
d1114 0
d1115 1
d1116 2
d1117 2
d1118 2
d1119 0
d1120 1
d1121 1
d1122 2
d1123 2
d1124 2
d1125 1
d1126 0
d1127 1
d1128 0
d1129 0
d1130 0
d1131 2
d1132 1
d1133 1
d1134 1
d1135 1
d1136 0
d1137 2
d1138 2
d1139 0
d1140 0
d1141 0
