Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1600,2,0,"love it.",0,0,0,1.000000,1.000000
1600,2,1,"no bloatware  so clean.",0,0,11,0.612524,0.163104
1600,2,2,"fluidity makes this a fave thanks to quad core   ssd.",0,0,11,0.616773,0.153837
1600,2,3,"very fast.",0,0,11,0.626800,0.146152
1600,2,4,"great battery life  sturdy  made it through an accidental downpour  internal wet spots gone  no performance issues yet  happened months ago  don t try this at home kids .",0,0,3,0.618831,0.155041
1600,2,5,"more interested in lenovo after first time purchase",0,0,3,0.632862,0.146152
1600,2,6,"lack of bass  dolby interface via settings is great but not quite useful  weak antenna  occasionally dropped wifi connection",1,1,27,0.627450,0.158416
1601,2,0,"good battery  quick speed  kickstand  runs apps well.",0,0,5,1.000000,1.000000
1601,2,1,"very useful as a desktop appliance for email  messages  notifications  chats  and as a contact manager  rolodex .",0,0,7,0.612771,0.153837
1601,2,2,"also useful for electronic books.",0,0,2,0.621921,0.117377
1601,2,3,"if using an inexpensive bluetooth audio receiver plugged in to your stereo amplifier  the tablet can beat the fidelity of any pc sound card and does wireless bluetooth music at up to about 20 feet.",0,0,7,0.613406,0.110365
1601,2,4,"surprisingly high quality construction ",0,0,5,0.626522,0.110365
1601,2,5,"doesn t scan qr codes  which is not important because you ll probably not have this in your pocket anyway .",1,0,13,0.627165,0.123769
1601,2,6,"big size tablet is extraordinarily not portable  or rather just about exactly as portable as carrying a glass tray or framed photo around  wishing i had bought an 8  or smaller version.",1,0,5,0.620026,0.123769
1601,2,7,"rear camera quality is very bad  and not important for a desktop appliance anyway .",1,0,5,0.631986,0.153837
1601,2,8,"with the aggressive power saving  the screen won t stay on for very long at a time  even if plugged in  settings of 30 minutes    detect user  minimizes the problem .",1,1,17,0.625818,0.123769
1601,2,9,"web based flash content cripples web surfing functionality on most android devices.",1,1,27,0.634316,0.158416
1602,2,0,"built in stand  great sound  good features",0,0,5,1.000000,1.000000
1602,2,1,"unable to set up multiple users.",1,1,17,0.626009,0.158416
1603,2,0,"purchase for wife s anniversary  but was on a budget.",0,0,1,1.000000,1.000000
1603,2,1,"wife wanted a 10  tablet  but the samsung which would be android config to her sg3 was way more than i would like to pay.",0,0,1,0.230052,0.093915
1603,2,2,"this tablet has been near effortless for the wife to use.",0,0,1,0.076356,0.030632
1603,2,3,"she has been able to use it with minimal support as well.",0,0,2,0.618677,0.117377
1603,2,4,"the kickstand idea is very handy and useful.",0,0,2,0.625218,0.116425
1603,2,5,"makes the tablet easier to grasp at times as well",0,0,4,0.628259,0.117377
1603,2,6,"in the back of the tablet  the plastic feels a little thin as the body will feel like it collapses slightly to the touch.",1,1,23,0.626680,0.113824
1605,2,0,"first tablet experience.",0,0,5,1.000000,1.000000
1605,2,1,"picture image is really nice  camera pretty good  surfing and touch screen excellent",0,0,5,0.610944,0.153837
1605,2,2,"doesn t do well when dropped on corner.",1,1,22,0.627116,0.163104
1605,2,3,"it tends to break the screen.",1,1,22,0.625827,0.113824
1605,2,4,"i consider it a user issue.",1,1,28,0.627774,0.113824
1606,2,0,"once we discovered  the features guide  app using it has mostly been a dream.",0,1,27,1.000000,1.000000
1606,2,1,"only con i have to report is mostly about my not remember where i turn on the feature that allows the screen to change orientation when i turn it 180 or 360 degrees.",1,1,27,0.350291,0.065176
1606,2,2,"i think that s called an operator malfunction.",1,1,15,0.632620,0.113824
1607,2,0,"nice display  excellent battery life  decent performance.",0,0,5,1.000000,1.000000
1607,2,1," developer support  windows adb drivers are included with the tablet ",0,1,17,0.680939,0.218382
1607,2,2,"no 5ghz wifi support  no multiple user account support.",1,1,27,0.183053,0.042840
1607,2,3," developer support  the presence of windows adb drivers is not documented  it takes some web searching to discover that they are exposed via the  cd rom  storage mode for the usb connection .",1,1,17,0.353687,0.080252
1608,2,0,"this is my fifth android tablet and i have a lot of experience with the ipad air.",0,0,4,1.000000,1.000000
1608,2,1,"this is the best tablet i have used to date.",0,0,4,0.620515,0.153837
1608,2,2,"it is smooth and fast with great battery life.",0,0,5,0.672543,0.168397
1608,2,3,"the kickstand is a great feature.",0,0,5,0.183358,0.042840
1608,2,4,"the on off switch is much easier to find than on samsung tablets.",0,0,4,0.617282,0.155041
1608,2,5,"sound is actually loud enough to hear but forgood quality sound you will still need ear phones.",0,1,23,0.620398,0.123769
1608,2,6,"this tablet is very thin.",1,1,23,0.630436,0.123769
1608,2,7,"i am afraid if i dropped it  it would break.",1,1,25,0.623128,0.120049
1608,2,8,"i have ordered a nice leather case .",1,1,25,0.625069,0.163104
1608,2,9,"i miss the app icon that is on the samsung galaxy and acer tab.",1,0,4,0.628160,0.146152
1608,2,10,"maybe i just don t like change.",1,0,4,0.638113,0.113824
1609,2,0,"the price i paid for it.",0,0,14,1.000000,1.000000
1609,2,1,"in less than one year  it will no longer charge.",1,1,20,0.675279,0.168397
1609,2,2,"read all the complaints online about the micro usb charging port issues and hp s lack of support.",1,1,20,0.320742,0.079745
1609,2,3,"do yourself a favor   if you want an hp product  stick to printers.",1,1,15,0.361867,0.082348
1609,2,4,"i had a pc crash beyond recovery around the 3 year mark and now this.",1,1,16,0.627247,0.116425
1609,2,5,"at least their printers are reliable.",1,1,20,0.635947,0.120049
1612,2,0,"tegra 4",0,0,5,1.000000,1.000000
1612,2,1,"stock charger 2.0a can t keep up in balance and even worst in max performance.",1,1,15,0.618113,0.150542
1613,2,0,"the stylus is great for a lot of things you wouldn t even think of  for example it s thinner and more precise than your finger  so gaming where you re continually tracking your position with your finger  such as abyss attack  is easier as it blocks your view less.",0,1,29,1.000000,1.000000
1613,2,1,"it feels more solid than my nexus 7  1st generation  .",0,1,26,0.619659,0.155041
1613,2,2,"the microsd card slot is a nice thing to have too.",0,1,26,0.617742,0.155041
1613,2,3,"the quality of the stereo speakers is great too.",0,1,23,0.621522,0.110365
1613,2,4,"the magnetic sleep wake with the case definitely beats having to pres the tiny power buttons on the side of most tablets.",0,0,10,0.679723,0.206749
1613,2,5,"there doesn t seem to be a lot of different cases if that matters to you.",1,0,10,0.298522,0.056007
1613,2,6,"as with others of the tegra 4 tablets  there s some thin  visible lines in the screen when it s in bright light.",1,0,10,0.684110,0.158886
1613,2,7,"the rest of the time  they re not visible at all.",1,0,8,0.266886,0.052927
1613,2,8,"i d love it if it had a higher resolution screen  but it s just as good as my previous tablet  which i had no complaints about.",1,0,9,0.628510,0.150542
1614,2,0," relatively cheap  powerful chipset  front facing speakers  stylus support  build quality is nice  basically stock android  hdmi out  firmware is on hp s site",0,0,2,1.000000,1.000000
1614,2,1," speakers aren t outstanding by any means.",1,0,2,0.330147,0.080104
1614,2,2,"they get pretty loud but the quality isn t any better than most other tablets  screen is pretty bad  contrast is quite low and a lot of light bleed around the edges.",1,1,18,0.612403,0.163104
1614,2,3," weird software glitches.",1,1,22,0.626370,0.146152
1614,2,4,"i was alerted to an update which ended up freezing the tablet.",1,1,22,0.686166,0.177010
1614,2,5,"i was able to get it to  turn back on but then the audio would break and some of the settings pages would freeze the tablet.",1,1,22,0.182834,0.045782
1614,2,6,"ended up manually installing the updates via hp s site but none on reboot the tablet would just go to a black screen.",1,1,16,0.686544,0.168397
1614,2,7,"updates worked but things could have gone smoother.",1,1,16,0.363975,0.084817
1615,2,0,"it s very fast even.",0,0,11,1.000000,1.000000
1615,2,1,"has 3 modes for the cpu max power  balanced and super saver.",0,0,11,0.671762,0.167110
1615,2,2,"like the 16gb of on board memory  screen is blight and nice not alot of bloatware  has a powerful magnet on the back of it so easy to keep on the fridge or any metal surface.",0,0,13,0.376481,0.086225
1615,2,3,"come with android 4.2.2 will upgrade to 4.3 and then 4.4.2     this does have gps in it and works really well.",0,1,27,0.626800,0.163104
1615,2,4,"wifi seems to only b g not n like it shows in the spec s.",1,1,27,0.628684,0.116425
1615,2,5,"powerful magnet like with any magnet careful how close it gets to other things like hard drives and monitors.",1,1,26,0.623053,0.116425
1615,2,6,"this major headache is this doesn t support flash even after loading latest flash apk it still won t support it cause it s a tegra device.",1,1,27,0.629910,0.120049
1616,2,0,"it s a fast does let you update to android 4.4.2",0,1,27,1.000000,1.000000
1616,2,1,"wifi problems is only thing had time to play with only had it about 3 hours first would not connect to my router no matter the settings even fully open but i could connect my phone with wifi hotspot and it could find it could see my router but couldn t connect.",1,1,27,0.675356,0.218382
1616,2,2,"i found out way after i set my router from n only to ng mixed bang it s connected so im thinking this is not a 802.11b g n  like it say and it s just a 802.11b g",1,1,20,0.072002,0.057093
1617,2,0,"so heres a quick update after having the device for quite awhile    android 4.4.2 ",0,0,2,1.000000,1.000000
1617,2,1,"there are some good and bad things  mostly good.",0,0,10,0.673740,0.216812
1617,2,2,"  i forgot to mention the camera  which takes decent pictures if your into that sort of thing.",0,0,10,0.328025,0.085373
1617,2,3,"  battery life improved with 4.4.2.",0,0,10,0.620491,0.116425
1617,2,4,"with medium usage throughout the day  i used to get a day if not a little more out of it.",0,0,3,0.679097,0.177010
1617,2,5,"now i charge about every other day.",0,0,3,0.038161,0.025680
1617,2,6," i stopped watching so many movies on it  but standby consumption has dropped drastically.",0,0,10,0.617526,0.123769
1617,2,7,"the screen ",0,0,10,0.627567,0.110365
1617,2,8,"lagdroid for a reason.",1,0,10,0.623693,0.110365
1617,2,9,"the first immediate thing i noticed after 4.4.2 is hitting the home button or the active processes button while in an app instantly causes lag.",1,1,17,0.679482,0.168397
1617,2,10,"though i suppose that s more of a software thing and not necessarily an hp screwup.",1,1,15,0.372413,0.061768
1617,2,11,"for whatever reason  the normal screen shots will just not work.",1,1,17,0.627690,0.110365
1617,2,12,"i don t know whats causing it  it only tells me its unable to take a screenshot.",1,1,17,0.634190,0.117377
1617,2,13,"but there are apps to fix that.",1,1,29,0.630344,0.110365
1617,2,14,"ever since 4.4.2 the default android media player will stutter and crash and lag playing any sort of high def movies.",1,1,29,0.625441,0.117377
1617,2,15,"version it was shipped with  i did not have these issues.",1,1,15,0.637797,0.113824
1618,2,0,"placement of the buttons is very appealing  and kind of a standard.",0,1,28,1.000000,1.000000
1618,2,1,"battery life was pretty much on par with the 10 hour life.",0,0,10,0.673649,0.158886
1618,2,2,"i watched a movie on netflix from full  it went down to about 75 percent battery life after 2 hours.",0,0,10,0.050567,0.026859
1618,2,3,"however when playing games that are using more of the processor  i noticed that it starts to diminish a little bit faster.",0,0,11,0.615651,0.117377
1618,2,4,"saying this however  the device has the ability to disable additional cores to help extend the battery life.",0,0,13,0.676001,0.158886
1618,2,5,"additional microsd slot to expand memory is always a great feature.",0,0,13,0.384458,0.086691
1618,2,6,"the touchscreen is extremely responsive compared to other tablets i ve used.",0,0,5,0.621332,0.146152
1618,2,7,"have not noticed a delay at all.",0,0,5,0.622721,0.123769
1618,2,8,"front facing speakers which make for a more enjoyable movie playback.",0,0,12,0.676438,0.158886
1618,2,9,"these speakers put off surprisingly good sound as well.",0,0,12,0.293298,0.079993
1618,2,10,"runs a stock version of android jelly bean  with a little bit of hp apps on it.",0,0,7,0.618421,0.153837
1618,2,11,"writing with the stylus is extremely simple.",0,0,2,0.686413,0.158886
1618,2,12,"as soon as you remove the stylus  an on screen indicator will ask if you d like to use an application designed for the stylus.",0,0,8,0.168390,0.047016
1618,2,13,"overall sensitivity is great  and writing notes feels effortless.",0,0,8,0.627556,0.155041
1618,2,14,"the tip on the pen allows it to glide over the screen without any kind of drag as well.",0,0,8,0.625472,0.153837
1618,2,15,"build quality seems to be a little under par.",1,0,5,0.629821,0.116425
1618,2,16,"you can squeeze the corner on the side with the microsd slot  and you will hear it crinkle a little bit.",1,1,23,0.622616,0.110365
1618,2,17,"it can be rather difficult to get the power cord in out sometimes  this is even more difficult with the case on it.",1,1,28,0.629286,0.123769
1618,2,18,"the corners where the plastic pieces meet  have a little bit of an edge on them.",1,1,23,0.627865,0.116425
1618,2,19,"not sharp  but it s noticeable by feel.",1,1,23,0.633350,0.116425
1618,2,20,"the supplied power cord is 3 foot long  almost forcing you to purchase an additional cable if you do not have one already.",1,1,20,0.686582,0.168397
1618,2,21,"i can hardly rest the tablet on my desk while charging  the cable is that short.",1,1,20,0.358675,0.060797
1618,2,22,"one thing i noticed immediately  the device will not pick up the 5 ghz band.",1,1,23,0.633927,0.110365
1618,2,23,"not really enough to take off an egg for this  but something to be noted.",1,1,23,0.638577,0.113824
1619,2,0,"slow and inaccurate touch screen 5 second delay in orientation sensor 5 hour  yes 5 hour  software update process before you can use it.",1,1,22,1.000000,1.000000
1619,2,1,"short battery life",1,1,16,0.628739,0.113824
1620,2,0,"if you need this tablet for only microsoft office applications  its the best   light weight  low profile  bright screen  usb 3.0  and an excellent portable keyboard.",0,0,13,1.000000,1.000000
1620,2,1,"when i bought this tablet i wanted a complete tablet mini pc.",1,0,3,0.619883,0.163104
1620,2,2,"which is what was advertised.",1,0,3,0.620698,0.110365
1620,2,3,"this does in fact have a desktop.",1,0,7,0.675146,0.158886
1620,2,4,"its almost a shadow of a desktop  no depth what so ever.",1,0,7,0.025764,0.023727
1620,2,5,"the only reason this has a desktop is for the ms office applications.",1,0,7,0.095891,0.033744
1620,2,6,"it also runs on arm...so x86 applications are out of the question.",1,0,7,0.185492,0.042840
1620,2,7,"anything you install has to be through the ms app store  this is not advertised on the ms surface 2 website at all lol.",1,0,7,0.679211,0.158886
1620,2,8,"as of right now i have no reliable virus malware protection because i unable to locate anything decent from the ms store..yeah...i know.",1,0,7,0.152885,0.044920
1620,2,9,"the battery also quickly drains  i can use it for about two hours then it needs to be plugged in.",1,0,3,0.629706,0.110365
1620,2,10,"according to a recent quote by a ms rep  they have very little plans for updates for the rt series.",1,0,7,0.626874,0.117377
1620,2,11,"i did research this item before buying it.",1,0,3,0.633913,0.110365
1620,2,12,"but i had never used the ms app store  its the worst i have ever encountered.",1,0,4,0.687844,0.229470
1620,2,13,"i thought the amozzon app store was bad  but ms makes it look like the golden gates of heaven ",1,0,6,0.041910,0.037000
1621,2,0,"this thing is awesome ",0,0,9,1.000000,1.000000
1621,2,1,"one of the best display s on the market and can run any desktop software you need.",0,0,2,0.612335,0.117377
1621,2,2,"i even have some stream games on the tablet and it plays them very well.",0,0,12,0.622916,0.155041
1621,2,3,"i would recommend this to anyone looking for a compact laptop replacement tablet option.",0,0,13,0.621953,0.146152
1621,2,4,"the display port is unique and requires a certain cable to attach if you want to hook up to another display   25  40 on average .",1,1,20,0.623775,0.155041
1621,2,5,"weighs around 2 lbs  which can where out your arm if you have shoulder or wrist issues.",1,1,20,0.636805,0.113824
1622,2,0,"fast bootup  full laptop capability  full windows  runs cool  runs microsoft office  has been very stable",0,0,13,1.000000,1.000000
1622,2,1,"price especially at the high drive capacity",1,0,13,0.627858,0.113824
1623,2,0,"fast  comfortable to use in any situation  i.e.",0,0,8,1.000000,1.000000
1623,2,1,"lap  table  desk etc. ",0,0,3,0.622451,0.146152
